desc_party,district_kr,date,count
Libertarian,10,2015-06-11,191
Democratic,10,2015-06-11,5199
Unaffiliated,10,2015-09-04,6107
Democratic,10,2015-09-04,5209
Libertarian,10,2015-09-04,189
Republican,10,2015-09-04,4832
Libertarian,10,2015-11-05,194
Republican,10,2015-11-05,4815
Unaffiliated,10,2015-11-05,6137
Democratic,10,2015-11-05,5259
Republican,10,2015-11-19,4835
Libertarian,10,2015-11-19,199
Unaffiliated,10,2015-11-19,6148
Democratic,10,2015-11-19,5280
Republican,10,2016-02-03,4826
Unaffiliated,10,2016-02-03,6083
Libertarian,10,2016-02-03,198
Democratic,10,2016-02-03,5325
Unaffiliated,10,2016-04-21,5822
Libertarian,10,2016-04-21,190
Democratic,10,2016-04-21,5687
Republican,10,2016-04-21,4810
Republican,10,2016-06-02,4791
Unaffiliated,10,2016-06-02,5805
Democratic,10,2016-06-02,5689
Libertarian,10,2016-06-02,194
Republican,10,2016-08-02,4808
Democratic,10,2016-08-02,5694
Unaffiliated,10,2016-08-02,5856
Libertarian,10,2016-08-02,194
Republican,10,2016-10-06,4844
Democratic,10,2016-10-06,5845
Libertarian,10,2016-10-06,203
Unaffiliated,10,2016-10-06,5781
Unaffiliated,10,2017-01-12,5933
Democratic,10,2017-01-12,5910
Libertarian,10,2017-01-12,212
Republican,10,2017-01-12,4905
Unaffiliated,10,2017-02-17,5975
Libertarian,10,2017-02-17,212
Republican,10,2017-02-17,4900
Democratic,10,2017-02-17,5918
Democratic,10,2017-03-07,5915
Libertarian,10,2017-03-07,211
Republican,10,2017-03-07,4905
Unaffiliated,10,2017-03-07,5976
Republican,10,2017-04-03,4617
Unaffiliated,10,2017-04-03,5264
Democratic,10,2017-04-03,5367
Libertarian,10,2017-04-03,182
Libertarian,10,2017-05-11,181
Democratic,10,2017-05-11,5366
Unaffiliated,10,2017-05-11,5264
Republican,10,2017-05-11,4613
Republican,10,2017-06-06,4633
Libertarian,10,2017-06-06,188
Unaffiliated,10,2017-06-06,5335
Democratic,10,2017-06-06,5386
Republican,10,2017-06-23,4621
Democratic,10,2017-06-23,5373
Unaffiliated,10,2017-06-23,5322
Libertarian,10,2017-06-23,189
Unaffiliated,10,2017-08-02,5330
Republican,10,2017-08-02,4620
Libertarian,10,2017-08-02,190
Democratic,10,2017-08-02,5377
Democratic,10,2017-09-01,5349
Unaffiliated,10,2017-09-01,5347
Libertarian,10,2017-09-01,190
Republican,10,2017-09-01,4615
Unaffiliated,10,2017-10-05,5390
Democratic,10,2017-10-05,5382
Libertarian,10,2017-10-05,193
Republican,10,2017-10-05,4631
Unaffiliated,10,2017-11-02,5405
Democratic,10,2017-11-02,5366
Libertarian,10,2017-11-02,198
Republican,10,2017-11-02,4640
Libertarian,10,2017-12-14,192
Democratic,10,2017-12-14,5383
Unaffiliated,10,2017-12-14,5417
Republican,10,2017-12-14,4644
Republican,11,2014-12-22,6225
Libertarian,11,2014-12-22,89
Unaffiliated,11,2014-12-22,2993
Democratic,11,2014-12-22,3134
Democratic,11,2015-06-11,3082
Unaffiliated,11,2015-06-11,3024
Libertarian,11,2015-06-11,92
Republican,11,2015-06-11,6161
Libertarian,11,2015-09-04,92
Democratic,11,2015-09-04,3068
Republican,11,2015-09-04,6131
Unaffiliated,11,2015-09-04,3022
Democratic,11,2015-11-05,3033
Libertarian,11,2015-11-05,90
Unaffiliated,11,2015-11-05,2954
Republican,11,2015-11-05,6074
Republican,11,2015-11-19,6073
Unaffiliated,11,2015-11-19,2954
Libertarian,11,2015-11-19,90
Democratic,11,2015-11-19,3035
Republican,11,2016-02-03,6063
Unaffiliated,11,2016-02-03,2960
Libertarian,11,2016-02-03,90
Democratic,11,2016-02-03,3018
Republican,11,2016-04-21,6088
Unaffiliated,11,2016-04-21,2944
Democratic,11,2016-04-21,3071
Libertarian,11,2016-04-21,92
Libertarian,11,2016-06-02,95
Republican,11,2016-06-02,6085
Democratic,11,2016-06-02,3057
Unaffiliated,11,2016-06-02,2943
Libertarian,11,2016-08-02,98
Republican,11,2016-08-02,6133
Unaffiliated,11,2016-08-02,3016
Democratic,11,2016-08-02,3079
Democratic,11,2016-10-06,3088
Republican,11,2016-10-06,6286
Libertarian,11,2016-10-06,103
Unaffiliated,11,2016-10-06,3025
Republican,11,2017-01-12,6321
Democratic,11,2017-01-12,3081
Unaffiliated,11,2017-01-12,3105
Libertarian,11,2017-01-12,111
Republican,11,2017-02-17,6332
Libertarian,11,2017-02-17,112
Unaffiliated,11,2017-02-17,3123
Democratic,11,2017-02-17,3075
Democratic,11,2017-03-07,3036
Unaffiliated,11,2017-03-07,3084
Republican,11,2017-03-07,6290
Libertarian,11,2017-03-07,113
Unaffiliated,11,2017-04-03,2986
Democratic,11,2017-04-03,2958
Libertarian,11,2017-04-03,109
Republican,11,2017-04-03,6172
Unaffiliated,11,2017-05-11,2995
Libertarian,11,2017-05-11,114
Republican,11,2017-05-11,6162
Democratic,11,2017-05-11,2953
Republican,11,2017-06-06,6177
Unaffiliated,11,2017-06-06,3020
Democratic,11,2017-06-06,2949
Libertarian,11,2017-06-06,116
Democratic,11,2017-06-23,2936
Republican,11,2017-06-23,6151
Libertarian,11,2017-06-23,117
Unaffiliated,11,2017-06-23,3021
Democratic,11,2017-08-02,2931
Republican,11,2017-08-02,6154
Libertarian,11,2017-08-02,116
Unaffiliated,11,2017-08-02,3038
Unaffiliated,11,2017-09-01,3042
Libertarian,11,2017-09-01,118
Democratic,11,2017-09-01,2929
Republican,11,2017-09-01,6158
Libertarian,11,2017-10-05,116
Democratic,11,2017-10-05,2922
Unaffiliated,11,2017-10-05,3063
Republican,11,2017-10-05,6164
Libertarian,11,2017-11-02,116
Democratic,11,2017-11-02,2919
Republican,11,2017-11-02,6163
Unaffiliated,11,2017-11-02,3061
Unaffiliated,11,2017-12-14,3092
Libertarian,11,2017-12-14,115
Democratic,11,2017-12-14,2901
Republican,11,2017-12-14,6180
Democratic,12,2014-12-22,2390
Unaffiliated,12,2014-12-22,3081
Republican,12,2014-12-22,7877
Libertarian,12,2014-12-22,99
Republican,12,2015-06-11,7787
Democratic,12,2015-06-11,2355
Libertarian,12,2015-06-11,98
Unaffiliated,12,2015-06-11,3105
Unaffiliated,12,2015-09-04,3110
Libertarian,12,2015-09-04,97
Republican,12,2015-09-04,7747
Democratic,12,2015-09-04,2341
Democratic,12,2015-11-05,2326
Republican,12,2015-11-05,7724
Libertarian,12,2015-11-05,98
Unaffiliated,12,2015-11-05,3100
Unaffiliated,12,2015-11-19,3105
Republican,12,2015-11-19,7714
Democratic,12,2015-11-19,2327
Libertarian,12,2015-11-19,98
Republican,12,2016-02-03,7718
Libertarian,12,2016-02-03,99
Unaffiliated,12,2016-02-03,3117
Democratic,12,2016-02-03,2311
Republican,12,2016-04-21,7760
Democratic,12,2016-04-21,2309
Libertarian,12,2016-04-21,103
Unaffiliated,12,2016-04-21,3128
Unaffiliated,12,2016-06-02,3153
Libertarian,12,2016-06-02,105
Democratic,12,2016-06-02,2281
Republican,12,2016-06-02,7788
Unaffiliated,12,2016-08-02,3220
Libertarian,12,2016-08-02,107
Republican,12,2016-08-02,7830
Democratic,12,2016-08-02,2280
Democratic,12,2016-10-06,2298
Unaffiliated,12,2016-10-06,3052
Republican,12,2016-10-06,8094
Libertarian,12,2016-10-06,104
Republican,12,2017-01-12,8134
Unaffiliated,12,2017-01-12,3092
Libertarian,12,2017-01-12,113
Democratic,12,2017-01-12,2263
Unaffiliated,12,2017-02-17,3113
Republican,12,2017-02-17,8139
Democratic,12,2017-02-17,2254
Libertarian,12,2017-02-17,113
Libertarian,12,2017-03-07,114
Unaffiliated,12,2017-03-07,3096
Republican,12,2017-03-07,8102
Democratic,12,2017-03-07,2235
Libertarian,12,2017-04-03,112
Democratic,12,2017-04-03,2199
Republican,12,2017-04-03,8046
Unaffiliated,12,2017-04-03,3045
Republican,12,2017-05-11,8027
Unaffiliated,12,2017-05-11,3050
Democratic,12,2017-05-11,2183
Libertarian,12,2017-05-11,114
Libertarian,12,2017-06-06,113
Unaffiliated,12,2017-06-06,3051
Republican,12,2017-06-06,8026
Democratic,12,2017-06-06,2181
Democratic,12,2017-06-23,2175
Libertarian,12,2017-06-23,111
Republican,12,2017-06-23,8002
Unaffiliated,12,2017-06-23,3050
Unaffiliated,12,2017-08-02,3069
Democratic,12,2017-08-02,2173
Republican,12,2017-08-02,7992
Libertarian,12,2017-08-02,111
Libertarian,12,2017-09-01,114
Unaffiliated,12,2017-09-01,3083
Democratic,12,2017-09-01,2174
Republican,12,2017-09-01,8005
Libertarian,12,2017-10-05,113
Republican,12,2017-10-05,7999
Democratic,12,2017-10-05,2170
Unaffiliated,12,2017-10-05,3094
Democratic,12,2017-11-02,2165
Unaffiliated,12,2017-11-02,3094
Republican,12,2017-11-02,7994
Libertarian,12,2017-11-02,114
Unaffiliated,12,2017-12-14,3093
Republican,12,2017-12-14,7969
Libertarian,12,2017-12-14,115
Democratic,12,2017-12-14,2161
Republican,13,2014-12-22,8209
Libertarian,13,2014-12-22,61
Unaffiliated,13,2014-12-22,3916
Democratic,13,2014-12-22,2149
Libertarian,13,2015-06-11,61
Unaffiliated,13,2015-06-11,3793
Democratic,13,2015-06-11,2086
Republican,13,2015-06-11,8134
Republican,13,2015-09-04,8015
Libertarian,13,2015-09-04,61
Democratic,13,2015-09-04,2031
Unaffiliated,13,2015-09-04,3715
Democratic,13,2015-11-05,2012
Libertarian,13,2015-11-05,61
Unaffiliated,13,2015-11-05,3684
Republican,13,2015-11-05,7995
Libertarian,13,2015-11-19,61
Democratic,13,2015-11-19,2009
Unaffiliated,13,2015-11-19,3687
Republican,13,2015-11-19,7986
Unaffiliated,13,2016-02-03,3701
Libertarian,13,2016-02-03,64
Republican,13,2016-02-03,7978
Democratic,13,2016-02-03,1992
Republican,13,2016-04-21,8075
Libertarian,13,2016-04-21,72
Unaffiliated,13,2016-04-21,3690
Democratic,13,2016-04-21,2014
Democratic,13,2016-06-02,1979
Unaffiliated,13,2016-06-02,3644
Libertarian,13,2016-06-02,72
Republican,13,2016-06-02,8053
Republican,13,2016-08-02,8122
Democratic,13,2016-08-02,1989
Libertarian,13,2016-08-02,76
Unaffiliated,13,2016-08-02,3667
Republican,13,2016-10-06,8432
Libertarian,13,2016-10-06,75
Unaffiliated,13,2016-10-06,3464
Democratic,13,2016-10-06,2026
Democratic,13,2017-01-12,2007
Unaffiliated,13,2017-01-12,3511
Libertarian,13,2017-01-12,80
Republican,13,2017-01-12,8515
Republican,13,2017-02-17,8510
Democratic,13,2017-02-17,2000
Libertarian,13,2017-02-17,81
Unaffiliated,13,2017-02-17,3523
Republican,13,2017-03-07,8491
Libertarian,13,2017-03-07,81
Unaffiliated,13,2017-03-07,3521
Democratic,13,2017-03-07,1993
Republican,13,2017-04-03,8487
Democratic,13,2017-04-03,1993
Unaffiliated,13,2017-04-03,3528
Libertarian,13,2017-04-03,82
Unaffiliated,13,2017-05-11,3520
Libertarian,13,2017-05-11,83
Democratic,13,2017-05-11,1987
Republican,13,2017-05-11,8484
Republican,13,2017-06-06,8475
Libertarian,13,2017-06-06,85
Democratic,13,2017-06-06,1980
Unaffiliated,13,2017-06-06,3541
Libertarian,13,2017-06-23,85
Democratic,13,2017-06-23,1977
Unaffiliated,13,2017-06-23,3545
Republican,13,2017-06-23,8476
Republican,13,2017-08-02,8493
Libertarian,13,2017-08-02,87
Democratic,13,2017-08-02,1967
Unaffiliated,13,2017-08-02,3527
Republican,13,2017-09-01,8491
Unaffiliated,13,2017-09-01,3539
Libertarian,13,2017-09-01,87
Democratic,13,2017-09-01,1967
Democratic,13,2017-10-05,1960
Unaffiliated,13,2017-10-05,3545
Republican,13,2017-10-05,8478
Libertarian,13,2017-10-05,87
Libertarian,13,2017-11-02,88
Democratic,13,2017-11-02,1973
Unaffiliated,13,2017-11-02,3580
Republican,13,2017-11-02,8500
Libertarian,13,2017-12-14,89
Unaffiliated,13,2017-12-14,3584
Democratic,13,2017-12-14,1963
Republican,13,2017-12-14,8483
Unaffiliated,14,2014-12-22,4603
Republican,14,2014-12-22,7608
Democratic,14,2014-12-22,3152
Libertarian,14,2014-12-22,126
Libertarian,14,2015-06-11,136
Republican,14,2015-06-11,7743
Democratic,14,2015-06-11,3230
Unaffiliated,14,2015-06-11,4749
Republican,14,2015-09-04,7808
Libertarian,14,2015-09-04,140
Democratic,14,2015-09-04,3293
Unaffiliated,14,2015-09-04,4830
Republican,14,2015-11-05,7878
Unaffiliated,14,2015-11-05,4885
Democratic,14,2015-11-05,3342
Libertarian,14,2015-11-05,138
Unaffiliated,14,2015-11-19,4891
Libertarian,14,2015-11-19,142
Republican,14,2015-11-19,7890
Democratic,14,2015-11-19,3351
Libertarian,14,2016-02-03,137
Republican,14,2016-02-03,7928
Unaffiliated,14,2016-02-03,4897
Democratic,14,2016-02-03,3371
Unaffiliated,14,2016-04-21,4870
Republican,14,2016-04-21,7980
Democratic,14,2016-04-21,3563
Libertarian,14,2016-04-21,135
Unaffiliated,14,2016-06-02,4866
Libertarian,14,2016-06-02,139
Democratic,14,2016-06-02,3569
Republican,14,2016-06-02,8000
Libertarian,14,2016-08-02,144
Republican,14,2016-08-02,8206
Democratic,14,2016-08-02,3671
Unaffiliated,14,2016-08-02,4933
Democratic,14,2016-10-06,3866
Republican,14,2016-10-06,8462
Unaffiliated,14,2016-10-06,4840
Libertarian,14,2016-10-06,155
Unaffiliated,14,2017-01-12,4741
Democratic,14,2017-01-12,3731
Libertarian,14,2017-01-12,142
Republican,14,2017-01-12,8274
Unaffiliated,14,2017-02-17,4775
Republican,14,2017-02-17,8303
Democratic,14,2017-02-17,3750
Libertarian,14,2017-02-17,145
Unaffiliated,14,2017-03-07,4791
Libertarian,14,2017-03-07,149
Republican,14,2017-03-07,8324
Democratic,14,2017-03-07,3751
Democratic,14,2017-04-03,3757
Libertarian,14,2017-04-03,152
Republican,14,2017-04-03,8350
Unaffiliated,14,2017-04-03,4815
Libertarian,14,2017-05-11,153
Democratic,14,2017-05-11,3774
Unaffiliated,14,2017-05-11,4839
Republican,14,2017-05-11,8368
Republican,14,2017-06-06,8379
Democratic,14,2017-06-06,3786
Unaffiliated,14,2017-06-06,4868
Libertarian,14,2017-06-06,154
Democratic,14,2017-06-23,3789
Libertarian,14,2017-06-23,154
Republican,14,2017-06-23,8378
Unaffiliated,14,2017-06-23,4871
Unaffiliated,14,2017-08-02,4912
Democratic,14,2017-08-02,3814
Libertarian,14,2017-08-02,160
Republican,14,2017-08-02,8372
Unaffiliated,14,2017-09-01,4956
Republican,14,2017-09-01,8396
Democratic,14,2017-09-01,3849
Libertarian,14,2017-09-01,159
Unaffiliated,14,2017-10-05,4966
Republican,14,2017-10-05,8388
Democratic,14,2017-10-05,3870
Libertarian,14,2017-10-05,162
Libertarian,14,2017-11-02,154
Republican,14,2017-11-02,8426
Democratic,14,2017-11-02,3892
Unaffiliated,14,2017-11-02,5019
Libertarian,14,2017-12-14,154
Unaffiliated,14,2017-12-14,5058
Republican,14,2017-12-14,8449
Democratic,14,2017-12-14,3905
Libertarian,15,2014-12-22,155
Democratic,15,2014-12-22,3018
Unaffiliated,15,2014-12-22,4035
Republican,15,2014-12-22,5010
Republican,15,2015-06-11,5026
Unaffiliated,15,2015-06-11,4149
Democratic,15,2015-06-11,3058
Libertarian,15,2015-06-11,157
Libertarian,15,2015-09-04,159
Unaffiliated,15,2015-09-04,4187
Republican,15,2015-09-04,5042
Democratic,15,2015-09-04,3078
Republican,15,2015-11-05,5060
Libertarian,15,2015-11-05,161
Democratic,15,2015-11-05,3108
Unaffiliated,15,2015-11-05,4237
Libertarian,15,2015-11-19,163
Republican,15,2015-11-19,5068
Democratic,15,2015-11-19,3104
Unaffiliated,15,2015-11-19,4235
Unaffiliated,15,2016-02-03,4245
Republican,15,2016-02-03,5070
Democratic,15,2016-02-03,3112
Libertarian,15,2016-02-03,158
Unaffiliated,15,2016-04-21,4204
Libertarian,15,2016-04-21,151
Republican,15,2016-04-21,5100
Democratic,15,2016-04-21,3263
Democratic,15,2016-06-02,3255
Libertarian,15,2016-06-02,147
Republican,15,2016-06-02,5081
Unaffiliated,15,2016-06-02,4213
Republican,15,2016-08-02,5174
Unaffiliated,15,2016-08-02,4268
Libertarian,15,2016-08-02,156
Democratic,15,2016-08-02,3357
Republican,15,2016-10-06,5303
Democratic,15,2016-10-06,3464
Unaffiliated,15,2016-10-06,4164
Libertarian,15,2016-10-06,157
Republican,15,2017-01-12,5083
Libertarian,15,2017-01-12,154
Unaffiliated,15,2017-01-12,4062
Democratic,15,2017-01-12,3357
Democratic,15,2017-02-17,3383
Unaffiliated,15,2017-02-17,4097
Libertarian,15,2017-02-17,152
Republican,15,2017-02-17,5095
Democratic,15,2017-03-07,3388
Libertarian,15,2017-03-07,154
Republican,15,2017-03-07,5090
Unaffiliated,15,2017-03-07,4111
Democratic,15,2017-04-03,3394
Libertarian,15,2017-04-03,155
Republican,15,2017-04-03,5085
Unaffiliated,15,2017-04-03,4124
Republican,15,2017-05-11,5079
Unaffiliated,15,2017-05-11,4138
Libertarian,15,2017-05-11,158
Democratic,15,2017-05-11,3404
Democratic,15,2017-06-06,3405
Libertarian,15,2017-06-06,161
Unaffiliated,15,2017-06-06,4157
Republican,15,2017-06-06,5085
Democratic,15,2017-06-23,3409
Republican,15,2017-06-23,5089
Libertarian,15,2017-06-23,163
Unaffiliated,15,2017-06-23,4157
Libertarian,15,2017-08-02,162
Republican,15,2017-08-02,5054
Unaffiliated,15,2017-08-02,4110
Democratic,15,2017-08-02,3349
Libertarian,15,2017-09-01,165
Democratic,15,2017-09-01,3365
Unaffiliated,15,2017-09-01,4151
Republican,15,2017-09-01,5072
Republican,15,2017-10-05,5072
Democratic,15,2017-10-05,3361
Unaffiliated,15,2017-10-05,4165
Libertarian,15,2017-10-05,164
Unaffiliated,15,2017-11-02,4175
Republican,15,2017-11-02,5054
Democratic,15,2017-11-02,3357
Libertarian,15,2017-11-02,168
Unaffiliated,15,2017-12-14,4216
Republican,15,2017-12-14,5075
Libertarian,15,2017-12-14,167
Democratic,15,2017-12-14,3363
Democratic,16,2014-12-22,3742
Unaffiliated,16,2014-12-22,4852
Republican,16,2014-12-22,7564
Libertarian,16,2014-12-22,136
Democratic,16,2015-06-11,3762
Unaffiliated,16,2015-06-11,4937
Libertarian,16,2015-06-11,145
Republican,16,2015-06-11,7533
Libertarian,16,2015-09-04,153
Democratic,16,2015-09-04,3791
Republican,16,2015-09-04,7558
Unaffiliated,16,2015-09-04,4994
Unaffiliated,16,2015-11-05,5043
Democratic,16,2015-11-05,3822
Republican,16,2015-11-05,7572
Libertarian,16,2015-11-05,152
Republican,16,2015-11-19,7572
Unaffiliated,16,2015-11-19,5048
Democratic,16,2015-11-19,3837
Libertarian,16,2015-11-19,156
Republican,16,2016-02-03,7577
Unaffiliated,16,2016-02-03,5035
Libertarian,16,2016-02-03,161
Democratic,16,2016-02-03,3891
Libertarian,16,2016-04-21,153
Unaffiliated,16,2016-04-21,5015
Democratic,16,2016-04-21,4116
Republican,16,2016-04-21,7557
Unaffiliated,16,2016-06-02,5009
Libertarian,16,2016-06-02,159
Democratic,16,2016-06-02,4123
Republican,16,2016-06-02,7555
Democratic,16,2016-08-02,4185
Libertarian,16,2016-08-02,163
Republican,16,2016-08-02,7573
Unaffiliated,16,2016-08-02,4958
Unaffiliated,16,2016-10-06,4826
Democratic,16,2016-10-06,4402
Libertarian,16,2016-10-06,175
Republican,16,2016-10-06,7774
Libertarian,16,2017-01-12,163
Unaffiliated,16,2017-01-12,4665
Democratic,16,2017-01-12,4207
Republican,16,2017-01-12,7388
Republican,16,2017-02-17,7435
Unaffiliated,16,2017-02-17,4709
Democratic,16,2017-02-17,4237
Libertarian,16,2017-02-17,165
Libertarian,16,2017-03-07,163
Republican,16,2017-03-07,7420
Democratic,16,2017-03-07,4246
Unaffiliated,16,2017-03-07,4715
Republican,16,2017-04-03,7416
Democratic,16,2017-04-03,4251
Unaffiliated,16,2017-04-03,4735
Libertarian,16,2017-04-03,164
Republican,16,2017-05-11,7417
Democratic,16,2017-05-11,4256
Libertarian,16,2017-05-11,165
Unaffiliated,16,2017-05-11,4751
Unaffiliated,16,2017-06-06,4776
Libertarian,16,2017-06-06,166
Democratic,16,2017-06-06,4259
Republican,16,2017-06-06,7421
Republican,16,2017-06-23,7422
Democratic,16,2017-06-23,4258
Unaffiliated,16,2017-06-23,4783
Libertarian,16,2017-06-23,168
Libertarian,16,2017-08-02,174
Republican,16,2017-08-02,7446
Unaffiliated,16,2017-08-02,4875
Democratic,16,2017-08-02,4309
Libertarian,16,2017-09-01,177
Democratic,16,2017-09-01,4320
Unaffiliated,16,2017-09-01,4920
Republican,16,2017-09-01,7454
Libertarian,16,2017-10-05,180
Republican,16,2017-10-05,7426
Unaffiliated,16,2017-10-05,4941
Democratic,16,2017-10-05,4330
Libertarian,16,2017-11-02,176
Democratic,16,2017-11-02,4330
Unaffiliated,16,2017-11-02,4951
Republican,16,2017-11-02,7424
Unaffiliated,16,2017-12-14,4996
Libertarian,16,2017-12-14,176
Republican,16,2017-12-14,7430
Democratic,16,2017-12-14,4347
Libertarian,17,2014-12-22,137
Republican,17,2014-12-22,7569
Democratic,17,2014-12-22,3668
Unaffiliated,17,2014-12-22,4763
Unaffiliated,17,2015-06-11,4835
Libertarian,17,2015-06-11,141
Republican,17,2015-06-11,7571
Democratic,17,2015-06-11,3704
Unaffiliated,17,2015-09-04,4883
Libertarian,17,2015-09-04,144
Republican,17,2015-09-04,7572
Democratic,17,2015-09-04,3744
Democratic,17,2015-11-05,3761
Republican,17,2015-11-05,7594
Unaffiliated,17,2015-11-05,4917
Libertarian,17,2015-11-05,144
Libertarian,17,2015-11-19,143
Democratic,17,2015-11-19,3785
Republican,17,2015-11-19,7595
Unaffiliated,17,2015-11-19,4907
Unaffiliated,17,2016-02-03,4917
Libertarian,17,2016-02-03,146
Democratic,17,2016-02-03,3796
Republican,17,2016-02-03,7587
Unaffiliated,17,2016-04-21,4907
Democratic,17,2016-04-21,4017
Republican,17,2016-04-21,7640
Libertarian,17,2016-04-21,145
Unaffiliated,17,2016-06-02,4919
Republican,17,2016-06-02,7655
Democratic,17,2016-06-02,4017
Libertarian,17,2016-06-02,146
Democratic,17,2016-08-02,4093
Republican,17,2016-08-02,7676
Libertarian,17,2016-08-02,150
Unaffiliated,17,2016-08-02,4956
Libertarian,17,2016-10-06,158
Unaffiliated,17,2016-10-06,4736
Democratic,17,2016-10-06,4257
Republican,17,2016-10-06,7886
Libertarian,17,2017-01-12,152
Republican,17,2017-01-12,7658
Democratic,17,2017-01-12,4120
Unaffiliated,17,2017-01-12,4570
Democratic,17,2017-02-17,4137
Unaffiliated,17,2017-02-17,4608
Republican,17,2017-02-17,7660
Libertarian,17,2017-02-17,155
Republican,17,2017-03-07,7649
Unaffiliated,17,2017-03-07,4609
Democratic,17,2017-03-07,4130
Libertarian,17,2017-03-07,154
Democratic,17,2017-04-03,4128
Libertarian,17,2017-04-03,154
Unaffiliated,17,2017-04-03,4623
Republican,17,2017-04-03,7655
Unaffiliated,17,2017-05-11,4647
Democratic,17,2017-05-11,4121
Republican,17,2017-05-11,7643
Libertarian,17,2017-05-11,152
Libertarian,17,2017-06-06,152
Republican,17,2017-06-06,7653
Unaffiliated,17,2017-06-06,4661
Democratic,17,2017-06-06,4126
Unaffiliated,17,2017-06-23,4660
Republican,17,2017-06-23,7649
Democratic,17,2017-06-23,4137
Libertarian,17,2017-06-23,153
Libertarian,17,2017-08-02,153
Republican,17,2017-08-02,7604
Democratic,17,2017-08-02,4110
Unaffiliated,17,2017-08-02,4650
Republican,17,2017-09-01,7578
Libertarian,17,2017-09-01,156
Unaffiliated,17,2017-09-01,4675
Democratic,17,2017-09-01,4137
Unaffiliated,17,2017-10-05,4676
Republican,17,2017-10-05,7571
Democratic,17,2017-10-05,4139
Libertarian,17,2017-10-05,157
Democratic,17,2017-11-02,4165
Libertarian,17,2017-11-02,160
Unaffiliated,17,2017-11-02,4700
Republican,17,2017-11-02,7580
Unaffiliated,17,2017-12-14,4740
Libertarian,17,2017-12-14,162
Democratic,17,2017-12-14,4192
Republican,17,2017-12-14,7597
Unaffiliated,18,2014-12-22,4832
Libertarian,18,2014-12-22,125
Republican,18,2014-12-22,6469
Democratic,18,2014-12-22,4120
Libertarian,18,2015-06-11,131
Democratic,18,2015-06-11,4142
Republican,18,2015-06-11,6435
