desc_party,county,date,count
Democratic,Norton,2015-06-11,435
Libertarian,Norton,2015-06-11,13
Republican,Norton,2015-06-11,2129
Unaffiliated,Norton,2015-06-11,764
Democratic,Osage,2015-06-11,2239
Libertarian,Osage,2015-06-11,83
Republican,Osage,2015-06-11,5147
Unaffiliated,Osage,2015-06-11,3217
Democratic,Osborne,2015-06-11,496
Libertarian,Osborne,2015-06-11,10
Republican,Osborne,2015-06-11,1602
Unaffiliated,Osborne,2015-06-11,663
Democratic,Ottawa,2015-06-11,513
Libertarian,Ottawa,2015-06-11,34
Republican,Ottawa,2015-06-11,2695
Unaffiliated,Ottawa,2015-06-11,1077
Democratic,Pawnee,2015-06-11,780
Libertarian,Pawnee,2015-06-11,21
Republican,Pawnee,2015-06-11,2253
Unaffiliated,Pawnee,2015-06-11,1015
Democratic,Phillips,2015-06-11,367
Libertarian,Phillips,2015-06-11,14
Republican,Phillips,2015-06-11,2616
Unaffiliated,Phillips,2015-06-11,632
Democratic,Pottawatomie,2015-06-11,1880
Libertarian,Pottawatomie,2015-06-11,93
Republican,Pottawatomie,2015-06-11,7956
Unaffiliated,Pottawatomie,2015-06-11,3300
Democratic,Pratt,2015-06-11,979
Libertarian,Pratt,2015-06-11,40
Republican,Pratt,2015-06-11,3451
Unaffiliated,Pratt,2015-06-11,1165
Democratic,Rawlins,2015-06-11,240
Libertarian,Rawlins,2015-06-11,10
Republican,Rawlins,2015-06-11,1491
Unaffiliated,Rawlins,2015-06-11,363
Democratic,Reno,2015-06-11,9509
Libertarian,Reno,2015-06-11,331
Republican,Reno,2015-06-11,18928
Unaffiliated,Reno,2015-06-11,13057
Democratic,Republic,2015-06-11,528
Libertarian,Republic,2015-06-11,18
Republican,Republic,2015-06-11,2526
Unaffiliated,Republic,2015-06-11,674
Democratic,Rice,2015-06-11,1040
Libertarian,Rice,2015-06-11,52
Republican,Rice,2015-06-11,3316
Unaffiliated,Rice,2015-06-11,1606
Democratic,Riley,2015-06-11,7653
Libertarian,Riley,2015-06-11,364
Republican,Riley,2015-06-11,14549
Unaffiliated,Riley,2015-06-11,11928
Democratic,Rooks,2015-06-11,386
Libertarian,Rooks,2015-06-11,7
Republican,Rooks,2015-06-11,2376
Unaffiliated,Rooks,2015-06-11,620
Democratic,Rush,2015-06-11,417
Libertarian,Rush,2015-06-11,7
Republican,Rush,2015-06-11,1398
Unaffiliated,Rush,2015-06-11,481
Democratic,Russell,2015-06-11,703
Libertarian,Russell,2015-06-11,23
Republican,Russell,2015-06-11,2834
Unaffiliated,Russell,2015-06-11,798
Democratic,Saline,2015-06-11,6461
Libertarian,Saline,2015-06-11,311
Republican,Saline,2015-06-11,15580
Unaffiliated,Saline,2015-06-11,11652
Democratic,Scott,2015-06-11,299
Libertarian,Scott,2015-06-11,12
Republican,Scott,2015-06-11,2240
Unaffiliated,Scott,2015-06-11,670
Democratic,Sedgwick,2015-06-11,65306
Libertarian,Sedgwick,2015-06-11,2231
Republican,Sedgwick,2015-06-11,110840
Unaffiliated,Sedgwick,2015-06-11,99622
Democratic,Seward,2015-06-11,2022
Libertarian,Seward,2015-06-11,90
Republican,Seward,2015-06-11,4859
Unaffiliated,Seward,2015-06-11,3263
Democratic,Shawnee,2015-06-11,33150
Libertarian,Shawnee,2015-06-11,819
Republican,Shawnee,2015-06-11,41115
Unaffiliated,Shawnee,2015-06-11,32786
Democratic,Sheridan,2015-06-11,309
Libertarian,Sheridan,2015-06-11,5
Republican,Sheridan,2015-06-11,1081
Unaffiliated,Sheridan,2015-06-11,382
Democratic,Sherman,2015-06-11,574
Libertarian,Sherman,2015-06-11,26
Republican,Sherman,2015-06-11,2429
Unaffiliated,Sherman,2015-06-11,939
Democratic,Smith,2015-06-11,430
Libertarian,Smith,2015-06-11,4
Republican,Smith,2015-06-11,2030
Unaffiliated,Smith,2015-06-11,426
Democratic,Stafford,2015-06-11,393
Libertarian,Stafford,2015-06-11,19
Republican,Stafford,2015-06-11,1719
Unaffiliated,Stafford,2015-06-11,511
Democratic,Stanton,2015-06-11,205
Libertarian,Stanton,2015-06-11,18
Republican,Stanton,2015-06-11,803
Unaffiliated,Stanton,2015-06-11,223
Democratic,Stevens,2015-06-11,315
Libertarian,Stevens,2015-06-11,19
Republican,Stevens,2015-06-11,2181
Unaffiliated,Stevens,2015-06-11,399
Democratic,Sumner,2015-06-11,3456
Libertarian,Sumner,2015-06-11,135
Republican,Sumner,2015-06-11,7530
Unaffiliated,Sumner,2015-06-11,5189
Democratic,Thomas,2015-06-11,616
Libertarian,Thomas,2015-06-11,32
Republican,Thomas,2015-06-11,3046
Unaffiliated,Thomas,2015-06-11,1162
Democratic,Trego,2015-06-11,425
Libertarian,Trego,2015-06-11,13
Republican,Trego,2015-06-11,1191
Unaffiliated,Trego,2015-06-11,514
Democratic,Wabaunsee,2015-06-11,775
Libertarian,Wabaunsee,2015-06-11,31
Republican,Wabaunsee,2015-06-11,2731
Unaffiliated,Wabaunsee,2015-06-11,1057
Democratic,Wallace,2015-06-11,80
Libertarian,Wallace,2015-06-11,3
Republican,Wallace,2015-06-11,839
Unaffiliated,Wallace,2015-06-11,117
Democratic,Washington,2015-06-11,343
Libertarian,Washington,2015-06-11,10
Republican,Washington,2015-06-11,2838
Unaffiliated,Washington,2015-06-11,475
Democratic,Wichita,2015-06-11,172
Libertarian,Wichita,2015-06-11,6
Republican,Wichita,2015-06-11,835
Unaffiliated,Wichita,2015-06-11,384
Democratic,Wilson,2015-06-11,742
Libertarian,Wilson,2015-06-11,31
Republican,Wilson,2015-06-11,3181
Unaffiliated,Wilson,2015-06-11,1061
Democratic,Woodson,2015-06-11,363
Libertarian,Woodson,2015-06-11,11
Republican,Woodson,2015-06-11,1353
Unaffiliated,Woodson,2015-06-11,474
Democratic,Wyandotte,2015-06-11,37224
Libertarian,Wyandotte,2015-06-11,473
Republican,Wyandotte,2015-06-11,12542
Unaffiliated,Wyandotte,2015-06-11,22785
Democratic,Allen,2015-09-04,1599
Libertarian,Allen,2015-09-04,58
Republican,Allen,2015-09-04,4012
Unaffiliated,Allen,2015-09-04,2723
Democratic,Anderson,2015-09-04,1262
Libertarian,Anderson,2015-09-04,48
Republican,Anderson,2015-09-04,2133
Unaffiliated,Anderson,2015-09-04,1931
Democratic,Atchison,2015-09-04,3233
Libertarian,Atchison,2015-09-04,52
Republican,Atchison,2015-09-04,3710
Unaffiliated,Atchison,2015-09-04,3963
Democratic,Barber,2015-09-04,475
Libertarian,Barber,2015-09-04,12
Republican,Barber,2015-09-04,2023
Unaffiliated,Barber,2015-09-04,455
Democratic,Barton,2015-09-04,2976
Libertarian,Barton,2015-09-04,95
Republican,Barton,2015-09-04,9502
Unaffiliated,Barton,2015-09-04,4817
Democratic,Bourbon,2015-09-04,2881
Libertarian,Bourbon,2015-09-04,71
Republican,Bourbon,2015-09-04,4732
Unaffiliated,Bourbon,2015-09-04,3789
Democratic,Brown,2015-09-04,1057
Libertarian,Brown,2015-09-04,30
Republican,Brown,2015-09-04,3363
Unaffiliated,Brown,2015-09-04,1487
Democratic,Butler,2015-09-04,7094
Libertarian,Butler,2015-09-04,282
Republican,Butler,2015-09-04,20229
Unaffiliated,Butler,2015-09-04,12548
Democratic,Chase,2015-09-04,281
Libertarian,Chase,2015-09-04,13
Republican,Chase,2015-09-04,1163
Unaffiliated,Chase,2015-09-04,358
Democratic,Chautauqua,2015-09-04,280
Libertarian,Chautauqua,2015-09-04,12
Republican,Chautauqua,2015-09-04,1566
Unaffiliated,Chautauqua,2015-09-04,413
Democratic,Cherokee,2015-09-04,4911
Libertarian,Cherokee,2015-09-04,125
Republican,Cherokee,2015-09-04,6059
Unaffiliated,Cherokee,2015-09-04,5662
Democratic,Cheyenne,2015-09-04,220
Libertarian,Cheyenne,2015-09-04,8
Republican,Cheyenne,2015-09-04,1382
Unaffiliated,Cheyenne,2015-09-04,244
Democratic,Clark,2015-09-04,249
Libertarian,Clark,2015-09-04,8
Republican,Clark,2015-09-04,950
Unaffiliated,Clark,2015-09-04,277
Democratic,Clay,2015-09-04,607
Libertarian,Clay,2015-09-04,40
Republican,Clay,2015-09-04,3774
Unaffiliated,Clay,2015-09-04,1270
Democratic,Cloud,2015-09-04,1039
Libertarian,Cloud,2015-09-04,37
Republican,Cloud,2015-09-04,3477
Unaffiliated,Cloud,2015-09-04,1443
Democratic,Coffey,2015-09-04,956
Libertarian,Coffey,2015-09-04,45
Republican,Coffey,2015-09-04,3553
Unaffiliated,Coffey,2015-09-04,1482
Democratic,Comanche,2015-09-04,170
Libertarian,Comanche,2015-09-04,4
Republican,Comanche,2015-09-04,805
Unaffiliated,Comanche,2015-09-04,143
Democratic,Cowley,2015-09-04,4699
Libertarian,Cowley,2015-09-04,131
Republican,Cowley,2015-09-04,8989
Unaffiliated,Cowley,2015-09-04,5620
Democratic,Crawford,2015-09-04,7952
Libertarian,Crawford,2015-09-04,176
Republican,Crawford,2015-09-04,7550
Unaffiliated,Crawford,2015-09-04,8572
Democratic,Decatur,2015-09-04,302
Libertarian,Decatur,2015-09-04,11
Republican,Decatur,2015-09-04,1340
Unaffiliated,Decatur,2015-09-04,412
Democratic,Dickinson,2015-09-04,1926
Libertarian,Dickinson,2015-09-04,93
Republican,Dickinson,2015-09-04,7326
Unaffiliated,Dickinson,2015-09-04,3545
Democratic,Doniphan,2015-09-04,799
Libertarian,Doniphan,2015-09-04,26
Republican,Doniphan,2015-09-04,2882
Unaffiliated,Doniphan,2015-09-04,1255
Democratic,Douglas,2015-09-04,26474
Libertarian,Douglas,2015-09-04,890
Republican,Douglas,2015-09-04,21841
Unaffiliated,Douglas,2015-09-04,28789
Democratic,Edwards,2015-09-04,317
Libertarian,Edwards,2015-09-04,7
Republican,Edwards,2015-09-04,1219
Unaffiliated,Edwards,2015-09-04,367
Democratic,Elk,2015-09-04,372
Libertarian,Elk,2015-09-04,5
Republican,Elk,2015-09-04,1118
Unaffiliated,Elk,2015-09-04,326
Democratic,Ellis,2015-09-04,4330
Libertarian,Ellis,2015-09-04,171
Republican,Ellis,2015-09-04,8156
Unaffiliated,Ellis,2015-09-04,5116
Democratic,Ellsworth,2015-09-04,879
Libertarian,Ellsworth,2015-09-04,22
Republican,Ellsworth,2015-09-04,2243
Unaffiliated,Ellsworth,2015-09-04,963
Democratic,Finney,2015-09-04,3542
Libertarian,Finney,2015-09-04,115
Republican,Finney,2015-09-04,7855
Unaffiliated,Finney,2015-09-04,6378
Democratic,Ford,2015-09-04,3486
Libertarian,Ford,2015-09-04,126
Republican,Ford,2015-09-04,6392
Unaffiliated,Ford,2015-09-04,5456
Democratic,Franklin,2015-09-04,3650
Libertarian,Franklin,2015-09-04,135
Republican,Franklin,2015-09-04,8772
Unaffiliated,Franklin,2015-09-04,5201
Democratic,Geary,2015-09-04,4084
Libertarian,Geary,2015-09-04,91
Republican,Geary,2015-09-04,5228
Unaffiliated,Geary,2015-09-04,4838
Democratic,Gove,2015-09-04,301
Libertarian,Gove,2015-09-04,2
Republican,Gove,2015-09-04,1255
Unaffiliated,Gove,2015-09-04,344
Democratic,Graham,2015-09-04,235
Libertarian,Graham,2015-09-04,13
Republican,Graham,2015-09-04,1271
Unaffiliated,Graham,2015-09-04,270
Democratic,Grant,2015-09-04,485
Libertarian,Grant,2015-09-04,24
Republican,Grant,2015-09-04,2110
Unaffiliated,Grant,2015-09-04,753
Democratic,Gray,2015-09-04,473
Libertarian,Gray,2015-09-04,26
Republican,Gray,2015-09-04,1700
Unaffiliated,Gray,2015-09-04,736
Democratic,Greeley,2015-09-04,72
Libertarian,Greeley,2015-09-04,2
Republican,Greeley,2015-09-04,734
Unaffiliated,Greeley,2015-09-04,119
Democratic,Greenwood,2015-09-04,582
Libertarian,Greenwood,2015-09-04,13
Republican,Greenwood,2015-09-04,2356
Unaffiliated,Greenwood,2015-09-04,1821
Democratic,Hamilton,2015-09-04,151
Libertarian,Hamilton,2015-09-04,5
Republican,Hamilton,2015-09-04,862
Unaffiliated,Hamilton,2015-09-04,235
Democratic,Harper,2015-09-04,714
Libertarian,Harper,2015-09-04,24
Republican,Harper,2015-09-04,2411
Unaffiliated,Harper,2015-09-04,1013
Democratic,Harvey,2015-09-04,4132
Libertarian,Harvey,2015-09-04,122
Republican,Harvey,2015-09-04,10568
Unaffiliated,Harvey,2015-09-04,6107
Democratic,Haskell,2015-09-04,281
Libertarian,Haskell,2015-09-04,6
Republican,Haskell,2015-09-04,1501
Unaffiliated,Haskell,2015-09-04,601
Democratic,Hodgeman,2015-09-04,199
Libertarian,Hodgeman,2015-09-04,1
Republican,Hodgeman,2015-09-04,975
Unaffiliated,Hodgeman,2015-09-04,224
Democratic,Jackson,2015-09-04,1829
Libertarian,Jackson,2015-09-04,40
Republican,Jackson,2015-09-04,3989
Unaffiliated,Jackson,2015-09-04,2372
Democratic,Jefferson,2015-09-04,2839
Libertarian,Jefferson,2015-09-04,88
Republican,Jefferson,2015-09-04,5809
Unaffiliated,Jefferson,2015-09-04,4354
Democratic,Jewell,2015-09-04,261
Libertarian,Jewell,2015-09-04,10
Republican,Jewell,2015-09-04,1412
Unaffiliated,Jewell,2015-09-04,453
Democratic,Johnson,2015-09-04,85038
Libertarian,Johnson,2015-09-04,3544
Republican,Johnson,2015-09-04,173560
Unaffiliated,Johnson,2015-09-04,117280
Democratic,Kearny,2015-09-04,280
Libertarian,Kearny,2015-09-04,6
Republican,Kearny,2015-09-04,1296
Unaffiliated,Kearny,2015-09-04,507
Democratic,Kingman,2015-09-04,913
Libertarian,Kingman,2015-09-04,29
Republican,Kingman,2015-09-04,2995
Unaffiliated,Kingman,2015-09-04,1487
Democratic,Kiowa,2015-09-04,185
Libertarian,Kiowa,2015-09-04,2
Republican,Kiowa,2015-09-04,1152
Unaffiliated,Kiowa,2015-09-04,255
Democratic,Labette,2015-09-04,3972
Libertarian,Labette,2015-09-04,128
Republican,Labette,2015-09-04,5722
Unaffiliated,Labette,2015-09-04,6272
Democratic,Lane,2015-09-04,156
Libertarian,Lane,2015-09-04,8
Republican,Lane,2015-09-04,963
Unaffiliated,Lane,2015-09-04,189
Democratic,Leavenworth,2015-09-04,12496
Libertarian,Leavenworth,2015-09-04,383
Republican,Leavenworth,2015-09-04,17958
Unaffiliated,Leavenworth,2015-09-04,17003
Democratic,Lincoln,2015-09-04,250
Libertarian,Lincoln,2015-09-04,21
Republican,Lincoln,2015-09-04,1416
Unaffiliated,Lincoln,2015-09-04,469
Democratic,Linn,2015-09-04,1361
Libertarian,Linn,2015-09-04,56
Republican,Linn,2015-09-04,3743
Unaffiliated,Linn,2015-09-04,2081
Democratic,Logan,2015-09-04,211
Libertarian,Logan,2015-09-04,6
Republican,Logan,2015-09-04,1277
Unaffiliated,Logan,2015-09-04,275
Democratic,Lyon,2015-09-04,4535
Libertarian,Lyon,2015-09-04,158
Republican,Lyon,2015-09-04,7561
Unaffiliated,Lyon,2015-09-04,6799
Democratic,Marion,2015-09-04,1195
Libertarian,Marion,2015-09-04,41
Republican,Marion,2015-09-04,4774
Unaffiliated,Marion,2015-09-04,1883
Democratic,Marshall,2015-09-04,1527
Libertarian,Marshall,2015-09-04,21
Republican,Marshall,2015-09-04,3234
Unaffiliated,Marshall,2015-09-04,1673
Democratic,McPherson,2015-09-04,2538
Libertarian,McPherson,2015-09-04,129
Republican,McPherson,2015-09-04,9547
Unaffiliated,McPherson,2015-09-04,3964
Democratic,Meade,2015-09-04,380
Libertarian,Meade,2015-09-04,18
Republican,Meade,2015-09-04,2115
Unaffiliated,Meade,2015-09-04,659
Democratic,Miami,2015-09-04,4333
Libertarian,Miami,2015-09-04,173
Republican,Miami,2015-09-04,10128
Unaffiliated,Miami,2015-09-04,6636
Democratic,Mitchell,2015-09-04,649
Libertarian,Mitchell,2015-09-04,9
Republican,Mitchell,2015-09-04,2593
Unaffiliated,Mitchell,2015-09-04,920
Democratic,Montgomery,2015-09-04,4460
Libertarian,Montgomery,2015-09-04,139
Republican,Montgomery,2015-09-04,9958
Unaffiliated,Montgomery,2015-09-04,4572
Democratic,Morris,2015-09-04,733
Libertarian,Morris,2015-09-04,28
Republican,Morris,2015-09-04,2088
Unaffiliated,Morris,2015-09-04,962
Democratic,Morton,2015-09-04,281
Libertarian,Morton,2015-09-04,12
Republican,Morton,2015-09-04,1356
Unaffiliated,Morton,2015-09-04,332
Democratic,Nemaha,2015-09-04,1579
Libertarian,Nemaha,2015-09-04,30
Republican,Nemaha,2015-09-04,3706
Unaffiliated,Nemaha,2015-09-04,1838
Democratic,Neosho,2015-09-04,2358
Libertarian,Neosho,2015-09-04,103
Republican,Neosho,2015-09-04,5126
Unaffiliated,Neosho,2015-09-04,3806
Democratic,Ness,2015-09-04,310
Libertarian,Ness,2015-09-04,7
Republican,Ness,2015-09-04,1306
Unaffiliated,Ness,2015-09-04,344
Democratic,Norton,2015-09-04,429
Libertarian,Norton,2015-09-04,12
Republican,Norton,2015-09-04,2106
Unaffiliated,Norton,2015-09-04,740
Democratic,Osage,2015-09-04,2229
Libertarian,Osage,2015-09-04,83
Republican,Osage,2015-09-04,5144
Unaffiliated,Osage,2015-09-04,3229
Democratic,Osborne,2015-09-04,496
Libertarian,Osborne,2015-09-04,11
Republican,Osborne,2015-09-04,1597
Unaffiliated,Osborne,2015-09-04,668
Democratic,Ottawa,2015-09-04,512
Libertarian,Ottawa,2015-09-04,33
Republican,Ottawa,2015-09-04,2682
Unaffiliated,Ottawa,2015-09-04,1085
Democratic,Pawnee,2015-09-04,775
Libertarian,Pawnee,2015-09-04,22
Republican,Pawnee,2015-09-04,2240
Unaffiliated,Pawnee,2015-09-04,1017
Democratic,Phillips,2015-09-04,360
Libertarian,Phillips,2015-09-04,14
Republican,Phillips,2015-09-04,2590
Unaffiliated,Phillips,2015-09-04,631
Democratic,Pottawatomie,2015-09-04,1882
Libertarian,Pottawatomie,2015-09-04,95
Republican,Pottawatomie,2015-09-04,7974
Unaffiliated,Pottawatomie,2015-09-04,3382
Democratic,Pratt,2015-09-04,968
Libertarian,Pratt,2015-09-04,37
Republican,Pratt,2015-09-04,3446
Unaffiliated,Pratt,2015-09-04,1173
Democratic,Rawlins,2015-09-04,239
Libertarian,Rawlins,2015-09-04,10
Republican,Rawlins,2015-09-04,1493
Unaffiliated,Rawlins,2015-09-04,373
Democratic,Reno,2015-09-04,9317
Libertarian,Reno,2015-09-04,321
Republican,Reno,2015-09-04,18577
Unaffiliated,Reno,2015-09-04,12834
Democratic,Republic,2015-09-04,520
Libertarian,Republic,2015-09-04,16
Republican,Republic,2015-09-04,2510
Unaffiliated,Republic,2015-09-04,676
Democratic,Rice,2015-09-04,1040
Libertarian,Rice,2015-09-04,52
Republican,Rice,2015-09-04,3307
Unaffiliated,Rice,2015-09-04,1598
Democratic,Riley,2015-09-04,6788
Libertarian,Riley,2015-09-04,319
Republican,Riley,2015-09-04,13527
Unaffiliated,Riley,2015-09-04,10254
Democratic,Rooks,2015-09-04,385
Libertarian,Rooks,2015-09-04,7
Republican,Rooks,2015-09-04,2388
Unaffiliated,Rooks,2015-09-04,621
Democratic,Rush,2015-09-04,381
Libertarian,Rush,2015-09-04,8
Republican,Rush,2015-09-04,1339
Unaffiliated,Rush,2015-09-04,408
Democratic,Russell,2015-09-04,703
Libertarian,Russell,2015-09-04,24
Republican,Russell,2015-09-04,2833
Unaffiliated,Russell,2015-09-04,799
Democratic,Saline,2015-09-04,6433
Libertarian,Saline,2015-09-04,313
Republican,Saline,2015-09-04,15541
Unaffiliated,Saline,2015-09-04,11814
Democratic,Scott,2015-09-04,292
Libertarian,Scott,2015-09-04,10
Republican,Scott,2015-09-04,2207
Unaffiliated,Scott,2015-09-04,664
Democratic,Sedgwick,2015-09-04,65367
Libertarian,Sedgwick,2015-09-04,2248
Republican,Sedgwick,2015-09-04,110703
Unaffiliated,Sedgwick,2015-09-04,101069
Democratic,Seward,2015-09-04,2036
Libertarian,Seward,2015-09-04,92
Republican,Seward,2015-09-04,4860
Unaffiliated,Seward,2015-09-04,3318
Democratic,Shawnee,2015-09-04,33103
Libertarian,Shawnee,2015-09-04,840
Republican,Shawnee,2015-09-04,40993
Unaffiliated,Shawnee,2015-09-04,33152
Democratic,Sheridan,2015-09-04,306
Libertarian,Sheridan,2015-09-04,5
Republican,Sheridan,2015-09-04,1086
Unaffiliated,Sheridan,2015-09-04,382
Democratic,Sherman,2015-09-04,544
Libertarian,Sherman,2015-09-04,24
Republican,Sherman,2015-09-04,2361
Unaffiliated,Sherman,2015-09-04,876
Democratic,Smith,2015-09-04,429
Libertarian,Smith,2015-09-04,3
Republican,Smith,2015-09-04,2025
Unaffiliated,Smith,2015-09-04,432
Democratic,Stafford,2015-09-04,391
Libertarian,Stafford,2015-09-04,19
Republican,Stafford,2015-09-04,1717
Unaffiliated,Stafford,2015-09-04,518
Democratic,Stanton,2015-09-04,205
Libertarian,Stanton,2015-09-04,18
Republican,Stanton,2015-09-04,797
Unaffiliated,Stanton,2015-09-04,225
Democratic,Stevens,2015-09-04,311
Libertarian,Stevens,2015-09-04,19
Republican,Stevens,2015-09-04,2184
Unaffiliated,Stevens,2015-09-04,405
Democratic,Sumner,2015-09-04,3436
Libertarian,Sumner,2015-09-04,138
Republican,Sumner,2015-09-04,7543
Unaffiliated,Sumner,2015-09-04,5226
Democratic,Thomas,2015-09-04,615
Libertarian,Thomas,2015-09-04,32
Republican,Thomas,2015-09-04,3045
Unaffiliated,Thomas,2015-09-04,1187
Democratic,Trego,2015-09-04,419
Libertarian,Trego,2015-09-04,14
Republican,Trego,2015-09-04,1195
Unaffiliated,Trego,2015-09-04,527
Democratic,Wabaunsee,2015-09-04,774
Libertarian,Wabaunsee,2015-09-04,31
Republican,Wabaunsee,2015-09-04,2721
Unaffiliated,Wabaunsee,2015-09-04,1052
Democratic,Wallace,2015-09-04,79
Libertarian,Wallace,2015-09-04,3
Republican,Wallace,2015-09-04,835
Unaffiliated,Wallace,2015-09-04,116
Democratic,Washington,2015-09-04,345
Libertarian,Washington,2015-09-04,10
Republican,Washington,2015-09-04,2836
Unaffiliated,Washington,2015-09-04,473
Democratic,Wichita,2015-09-04,170
Libertarian,Wichita,2015-09-04,6
Republican,Wichita,2015-09-04,838
Unaffiliated,Wichita,2015-09-04,383
Democratic,Wilson,2015-09-04,701
Libertarian,Wilson,2015-09-04,30
Republican,Wilson,2015-09-04,3091
Unaffiliated,Wilson,2015-09-04,973
Democratic,Woodson,2015-09-04,359
Libertarian,Woodson,2015-09-04,11
Republican,Woodson,2015-09-04,1340
Unaffiliated,Woodson,2015-09-04,477
Democratic,Wyandotte,2015-09-04,37241
Libertarian,Wyandotte,2015-09-04,483
Republican,Wyandotte,2015-09-04,12607
Unaffiliated,Wyandotte,2015-09-04,23215
Democratic,Allen,2015-11-05,1575
Libertarian,Allen,2015-11-05,58
Republican,Allen,2015-11-05,3984
Unaffiliated,Allen,2015-11-05,2693
Democratic,Anderson,2015-11-05,1251
Libertarian,Anderson,2015-11-05,50
Republican,Anderson,2015-11-05,2123
Unaffiliated,Anderson,2015-11-05,1938
Democratic,Atchison,2015-11-05,3206
Libertarian,Atchison,2015-11-05,53
Republican,Atchison,2015-11-05,3695
Unaffiliated,Atchison,2015-11-05,3972
Democratic,Barber,2015-11-05,463
Libertarian,Barber,2015-11-05,12
Republican,Barber,2015-11-05,2005
Unaffiliated,Barber,2015-11-05,445
Democratic,Barton,2015-11-05,2957
Libertarian,Barton,2015-11-05,94
Republican,Barton,2015-11-05,9498
Unaffiliated,Barton,2015-11-05,4819
Democratic,Bourbon,2015-11-05,2859
Libertarian,Bourbon,2015-11-05,70
Republican,Bourbon,2015-11-05,4731
Unaffiliated,Bourbon,2015-11-05,3795
Democratic,Brown,2015-11-05,1047
Libertarian,Brown,2015-11-05,32
Republican,Brown,2015-11-05,3352
Unaffiliated,Brown,2015-11-05,1474
Democratic,Butler,2015-11-05,7067
Libertarian,Butler,2015-11-05,287
Republican,Butler,2015-11-05,20183
Unaffiliated,Butler,2015-11-05,12454
Democratic,Chase,2015-11-05,280
Libertarian,Chase,2015-11-05,13
Republican,Chase,2015-11-05,1164
Unaffiliated,Chase,2015-11-05,358
Democratic,Chautauqua,2015-11-05,279
Libertarian,Chautauqua,2015-11-05,12
Republican,Chautauqua,2015-11-05,1574
Unaffiliated,Chautauqua,2015-11-05,424
Democratic,Cherokee,2015-11-05,4845
