desc_party,district_ks,date,count
Republican,37,2016-04-21,25060
Libertarian,37,2016-06-02,414
Unaffiliated,37,2016-06-02,15225
Republican,37,2016-06-02,25126
Democratic,37,2016-06-02,9183
Republican,37,2016-08-02,25765
Libertarian,37,2016-08-02,437
Democratic,37,2016-08-02,9419
Unaffiliated,37,2016-08-02,15517
Democratic,37,2016-10-06,9724
Libertarian,37,2016-10-06,457
Unaffiliated,37,2016-10-06,15393
Republican,37,2016-10-06,26437
Unaffiliated,37,2017-01-12,15441
Libertarian,37,2017-01-12,484
Republican,37,2017-01-12,26184
Democratic,37,2017-01-12,9523
Libertarian,37,2017-02-17,497
Democratic,37,2017-02-17,9559
Republican,37,2017-02-17,26295
Unaffiliated,37,2017-02-17,15556
Republican,37,2017-03-07,26344
Democratic,37,2017-03-07,9567
Libertarian,37,2017-03-07,498
Unaffiliated,37,2017-03-07,15594
Libertarian,37,2017-04-03,503
Republican,37,2017-04-03,26409
Democratic,37,2017-04-03,9580
Unaffiliated,37,2017-04-03,15674
Libertarian,37,2017-05-11,505
Republican,37,2017-05-11,26452
Democratic,37,2017-05-11,9587
Unaffiliated,37,2017-05-11,15755
Democratic,37,2017-06-06,9592
Libertarian,37,2017-06-06,507
Republican,37,2017-06-06,26454
Unaffiliated,37,2017-06-06,15794
Republican,37,2017-06-23,26459
Libertarian,37,2017-06-23,506
Unaffiliated,37,2017-06-23,15815
Democratic,37,2017-06-23,9574
Republican,37,2017-08-02,26606
Unaffiliated,37,2017-08-02,15947
Libertarian,37,2017-08-02,510
Democratic,37,2017-08-02,9646
Unaffiliated,37,2017-09-01,16074
Democratic,37,2017-09-01,9673
Libertarian,37,2017-09-01,516
Republican,37,2017-09-01,26716
Libertarian,37,2017-10-05,517
Republican,37,2017-10-05,26754
Unaffiliated,37,2017-10-05,16115
Democratic,37,2017-10-05,9660
Republican,37,2017-11-02,26867
Libertarian,37,2017-11-02,523
Democratic,37,2017-11-02,9659
Unaffiliated,37,2017-11-02,16219
Libertarian,37,2017-12-14,528
Republican,37,2017-12-14,26958
Democratic,37,2017-12-14,9672
Unaffiliated,37,2017-12-14,16305
Unaffiliated,38,2014-12-22,10140
Republican,38,2014-12-22,16199
Libertarian,38,2014-12-22,254
Democratic,38,2014-12-22,6680
Libertarian,38,2015-06-11,263
Republican,38,2015-06-11,16211
Unaffiliated,38,2015-06-11,10395
Democratic,38,2015-06-11,6648
Democratic,38,2015-09-04,6660
Unaffiliated,38,2015-09-04,10482
Republican,38,2015-09-04,16167
Libertarian,38,2015-09-04,270
Libertarian,38,2015-11-05,260
Unaffiliated,38,2015-11-05,10324
Democratic,38,2015-11-05,6580
Republican,38,2015-11-05,16080
Democratic,38,2015-11-19,6577
Libertarian,38,2015-11-19,262
Unaffiliated,38,2015-11-19,10333
Republican,38,2015-11-19,16074
Democratic,38,2016-02-03,6582
Unaffiliated,38,2016-02-03,10390
Republican,38,2016-02-03,16069
Libertarian,38,2016-02-03,263
Democratic,38,2016-04-21,6682
Libertarian,38,2016-04-21,270
Republican,38,2016-04-21,16108
Unaffiliated,38,2016-04-21,10333
Democratic,38,2016-06-02,6677
Republican,38,2016-06-02,16069
Unaffiliated,38,2016-06-02,10321
Libertarian,38,2016-06-02,274
Democratic,38,2016-08-02,6696
Republican,38,2016-08-02,16166
Unaffiliated,38,2016-08-02,10396
Libertarian,38,2016-08-02,278
Unaffiliated,38,2016-10-06,10189
Republican,38,2016-10-06,16572
Libertarian,38,2016-10-06,292
Democratic,38,2016-10-06,6811
Libertarian,38,2017-01-12,311
Unaffiliated,38,2017-01-12,10019
Republican,38,2017-01-12,16429
Democratic,38,2017-01-12,6735
Unaffiliated,38,2017-02-17,10068
Republican,38,2017-02-17,16457
Democratic,38,2017-02-17,6741
Libertarian,38,2017-02-17,315
Democratic,38,2017-03-07,6737
Republican,38,2017-03-07,16446
Unaffiliated,38,2017-03-07,10077
Libertarian,38,2017-03-07,315
Democratic,38,2017-04-03,6726
Republican,38,2017-04-03,16444
Unaffiliated,38,2017-04-03,10099
Libertarian,38,2017-04-03,315
Republican,38,2017-05-11,16414
Democratic,38,2017-05-11,6729
Unaffiliated,38,2017-05-11,10115
Libertarian,38,2017-05-11,314
Republican,38,2017-06-06,16041
Libertarian,38,2017-06-06,307
Unaffiliated,38,2017-06-06,9785
Democratic,38,2017-06-06,6524
Unaffiliated,38,2017-06-23,9791
Democratic,38,2017-06-23,6507
Republican,38,2017-06-23,16044
Libertarian,38,2017-06-23,307
Libertarian,38,2017-08-02,309
Democratic,38,2017-08-02,6503
Republican,38,2017-08-02,16029
Unaffiliated,38,2017-08-02,9799
Republican,38,2017-09-01,16031
Libertarian,38,2017-09-01,310
Democratic,38,2017-09-01,6490
Unaffiliated,38,2017-09-01,9835
Unaffiliated,38,2017-10-05,9840
Republican,38,2017-10-05,16017
Libertarian,38,2017-10-05,308
Democratic,38,2017-10-05,6478
Libertarian,38,2017-11-02,309
Unaffiliated,38,2017-11-02,9873
Democratic,38,2017-11-02,6475
Republican,38,2017-11-02,16018
Libertarian,38,2017-12-14,312
Unaffiliated,38,2017-12-14,9891
Democratic,38,2017-12-14,6462
Republican,38,2017-12-14,15959
Unaffiliated,39,2014-12-22,9463
Democratic,39,2014-12-22,5746
Libertarian,39,2014-12-22,192
Republican,39,2014-12-22,19618
Democratic,39,2015-06-11,5735
Libertarian,39,2015-06-11,205
Unaffiliated,39,2015-06-11,9730
Republican,39,2015-06-11,19506
Republican,39,2015-09-04,19513
Libertarian,39,2015-09-04,213
Unaffiliated,39,2015-09-04,9904
Democratic,39,2015-09-04,5765
Unaffiliated,39,2015-11-05,9959
Republican,39,2015-11-05,19435
Democratic,39,2015-11-05,5768
Libertarian,39,2015-11-05,218
Unaffiliated,39,2015-11-19,9977
Libertarian,39,2015-11-19,220
Republican,39,2015-11-19,19418
Democratic,39,2015-11-19,5775
Unaffiliated,39,2016-02-03,9981
Libertarian,39,2016-02-03,214
Democratic,39,2016-02-03,5751
Republican,39,2016-02-03,19416
Unaffiliated,39,2016-04-21,9929
Democratic,39,2016-04-21,5876
Republican,39,2016-04-21,19416
Libertarian,39,2016-04-21,206
Republican,39,2016-06-02,19415
Libertarian,39,2016-06-02,208
Unaffiliated,39,2016-06-02,9899
Democratic,39,2016-06-02,5855
Democratic,39,2016-08-02,5905
Republican,39,2016-08-02,19680
Libertarian,39,2016-08-02,228
Unaffiliated,39,2016-08-02,10062
Libertarian,39,2016-10-06,232
Unaffiliated,39,2016-10-06,9744
Republican,39,2016-10-06,20291
Democratic,39,2016-10-06,6049
Democratic,39,2017-01-12,6218
Unaffiliated,39,2017-01-12,10167
Republican,39,2017-01-12,20447
Libertarian,39,2017-01-12,257
Democratic,39,2017-02-17,6221
Republican,39,2017-02-17,20442
Unaffiliated,39,2017-02-17,10214
Libertarian,39,2017-02-17,261
Republican,39,2017-03-07,20436
Libertarian,39,2017-03-07,261
Unaffiliated,39,2017-03-07,10221
Democratic,39,2017-03-07,6224
Democratic,39,2017-04-03,6248
Libertarian,39,2017-04-03,262
Republican,39,2017-04-03,20446
Unaffiliated,39,2017-04-03,10271
Democratic,39,2017-05-11,6253
Libertarian,39,2017-05-11,261
Republican,39,2017-05-11,20387
Unaffiliated,39,2017-05-11,10274
Republican,39,2017-06-06,20371
Democratic,39,2017-06-06,6245
Libertarian,39,2017-06-06,266
Unaffiliated,39,2017-06-06,10308
Democratic,39,2017-06-23,6252
Unaffiliated,39,2017-06-23,10338
Libertarian,39,2017-06-23,267
Republican,39,2017-06-23,20376
Democratic,39,2017-08-02,6258
Republican,39,2017-08-02,20358
Unaffiliated,39,2017-08-02,10398
Libertarian,39,2017-08-02,271
Unaffiliated,39,2017-09-01,10426
Democratic,39,2017-09-01,6236
Republican,39,2017-09-01,20328
Libertarian,39,2017-09-01,273
Libertarian,39,2017-10-05,278
Democratic,39,2017-10-05,6257
Unaffiliated,39,2017-10-05,10450
Republican,39,2017-10-05,20321
Republican,39,2017-11-02,20292
Libertarian,39,2017-11-02,283
Unaffiliated,39,2017-11-02,10515
Democratic,39,2017-11-02,6265
Unaffiliated,39,2017-12-14,10579
Democratic,39,2017-12-14,6261
Republican,39,2017-12-14,20306
Libertarian,39,2017-12-14,285
Unaffiliated,40,2014-12-22,11053
Democratic,40,2014-12-22,8683
Republican,40,2014-12-22,27920
Libertarian,40,2014-12-22,308
Libertarian,40,2015-06-11,312
Republican,40,2015-06-11,27572
Democratic,40,2015-06-11,8411
Unaffiliated,40,2015-06-11,11017
Republican,40,2015-09-04,27484
Libertarian,40,2015-09-04,314
Democratic,40,2015-09-04,8325
Unaffiliated,40,2015-09-04,10982
Republican,40,2015-11-05,27440
Democratic,40,2015-11-05,8267
Libertarian,40,2015-11-05,305
Unaffiliated,40,2015-11-05,10952
Unaffiliated,40,2015-11-19,10991
Democratic,40,2015-11-19,8263
Libertarian,40,2015-11-19,307
Republican,40,2015-11-19,27460
Republican,40,2016-02-03,27490
Democratic,40,2016-02-03,8217
Unaffiliated,40,2016-02-03,11005
Libertarian,40,2016-02-03,315
Democratic,40,2016-04-21,8325
Unaffiliated,40,2016-04-21,10895
Republican,40,2016-04-21,27682
Libertarian,40,2016-04-21,310
Democratic,40,2016-06-02,8261
Libertarian,40,2016-06-02,310
Unaffiliated,40,2016-06-02,10820
Republican,40,2016-06-02,27660
Democratic,40,2016-08-02,8243
Unaffiliated,40,2016-08-02,10888
Republican,40,2016-08-02,28006
Libertarian,40,2016-08-02,323
Republican,40,2016-10-06,28800
Democratic,40,2016-10-06,8242
Unaffiliated,40,2016-10-06,10500
Libertarian,40,2016-10-06,328
Democratic,40,2017-01-12,8016
Unaffiliated,40,2017-01-12,10310
Republican,40,2017-01-12,28825
Libertarian,40,2017-01-12,322
Republican,40,2017-02-17,28536
Unaffiliated,40,2017-02-17,9934
Libertarian,40,2017-02-17,306
Democratic,40,2017-02-17,7778
Republican,40,2017-03-07,28555
Unaffiliated,40,2017-03-07,9943
Democratic,40,2017-03-07,7770
Libertarian,40,2017-03-07,305
Unaffiliated,40,2017-04-03,9932
Libertarian,40,2017-04-03,307
Democratic,40,2017-04-03,7752
Republican,40,2017-04-03,28565
Libertarian,40,2017-05-11,308
Unaffiliated,40,2017-05-11,9935
Republican,40,2017-05-11,28533
Democratic,40,2017-05-11,7719
Libertarian,40,2017-06-06,304
Unaffiliated,40,2017-06-06,9878
Republican,40,2017-06-06,28422
Democratic,40,2017-06-06,7656
Libertarian,40,2017-06-23,302
Unaffiliated,40,2017-06-23,9865
Democratic,40,2017-06-23,7622
Republican,40,2017-06-23,28392
Democratic,40,2017-08-02,7609
Libertarian,40,2017-08-02,301
Unaffiliated,40,2017-08-02,9887
Republican,40,2017-08-02,28378
Democratic,40,2017-09-01,7609
Republican,40,2017-09-01,28393
Libertarian,40,2017-09-01,300
Unaffiliated,40,2017-09-01,9942
Unaffiliated,40,2017-10-05,10002
Democratic,40,2017-10-05,7596
Libertarian,40,2017-10-05,301
Republican,40,2017-10-05,28413
Republican,40,2017-11-02,28446
Libertarian,40,2017-11-02,304
Unaffiliated,40,2017-11-02,10067
Democratic,40,2017-11-02,7601
Republican,40,2017-12-14,28454
Libertarian,40,2017-12-14,304
Unaffiliated,40,2017-12-14,10154
Democratic,40,2017-12-14,7573
Libertarian,1,2018-01-09,280
Democratic,1,2018-01-09,9690
Unaffiliated,1,2018-01-09,13341
Republican,1,2018-01-09,23559
Republican,2,2018-01-09,16076
Unaffiliated,2,2018-01-09,18856
Democratic,2,2018-01-09,19928
Libertarian,2,2018-01-09,600
Libertarian,3,2018-01-09,485
Democratic,3,2018-01-09,14030
Unaffiliated,3,2018-01-09,16757
Republican,3,2018-01-09,17052
Republican,4,2018-01-09,3696
Democratic,4,2018-01-09,20274
Libertarian,4,2018-01-09,214
Unaffiliated,4,2018-01-09,10337
Democratic,5,2018-01-09,12190
Unaffiliated,5,2018-01-09,13673
Libertarian,5,2018-01-09,344
Republican,5,2018-01-09,13149
Republican,6,2018-01-09,6462
Libertarian,6,2018-01-09,312
Democratic,6,2018-01-09,14012
Unaffiliated,6,2018-01-09,11319
Democratic,7,2018-01-09,16438
Unaffiliated,7,2018-01-09,16290
Libertarian,7,2018-01-09,542
Republican,7,2018-01-09,22589
Republican,8,2018-01-09,23111
Unaffiliated,8,2018-01-09,15733
Democratic,8,2018-01-09,13071
Libertarian,8,2018-01-09,555
Libertarian,9,2018-01-09,573
Republican,9,2018-01-09,22094
Democratic,9,2018-01-09,10965
Unaffiliated,9,2018-01-09,14668
Republican,10,2018-01-09,21098
Unaffiliated,10,2018-01-09,15604
Libertarian,10,2018-01-09,487
Democratic,10,2018-01-09,13187
Unaffiliated,11,2018-01-09,14557
Libertarian,11,2018-01-09,456
Republican,11,2018-01-09,28773
Democratic,11,2018-01-09,11338
Unaffiliated,12,2018-01-09,14576
Republican,12,2018-01-09,22871
Libertarian,12,2018-01-09,447
Democratic,12,2018-01-09,9511
Unaffiliated,13,2018-01-09,17702
Republican,13,2018-01-09,17732
Libertarian,13,2018-01-09,398
Democratic,13,2018-01-09,14342
Libertarian,14,2018-01-09,323
Republican,14,2018-01-09,24598
Unaffiliated,14,2018-01-09,11156
Democratic,14,2018-01-09,7093
Libertarian,15,2018-01-09,363
Democratic,15,2018-01-09,9234
Unaffiliated,15,2018-01-09,13163
Republican,15,2018-01-09,19980
Libertarian,16,2018-01-09,411
Republican,16,2018-01-09,24035
Unaffiliated,16,2018-01-09,15944
Democratic,16,2018-01-09,8091
Republican,17,2018-01-09,15803
Unaffiliated,17,2018-01-09,13381
Democratic,17,2018-01-09,9673
Libertarian,17,2018-01-09,356
Democratic,18,2018-01-09,11705
Unaffiliated,18,2018-01-09,12243
Libertarian,18,2018-01-09,350
Republican,18,2018-01-09,16998
Libertarian,19,2018-01-09,366
Unaffiliated,19,2018-01-09,12979
Democratic,19,2018-01-09,13259
Republican,19,2018-01-09,15334
Republican,20,2018-01-09,20730
Democratic,20,2018-01-09,12583
Unaffiliated,20,2018-01-09,12897
Libertarian,20,2018-01-09,418
Unaffiliated,21,2018-01-09,15494
Libertarian,21,2018-01-09,626
Democratic,21,2018-01-09,13779
Republican,21,2018-01-09,21280
Unaffiliated,22,2018-01-09,12722
Republican,22,2018-01-09,18915
Democratic,22,2018-01-09,8936
Libertarian,22,2018-01-09,485
Democratic,23,2018-01-09,10549
Republican,23,2018-01-09,20148
Libertarian,23,2018-01-09,572
Unaffiliated,23,2018-01-09,14250
Unaffiliated,24,2018-01-09,14760
Republican,24,2018-01-09,21719
Libertarian,24,2018-01-09,472
Democratic,24,2018-01-09,7993
Democratic,25,2018-01-09,10043
Libertarian,25,2018-01-09,366
Unaffiliated,25,2018-01-09,14354
Republican,25,2018-01-09,10315
Republican,26,2018-01-09,19768
Unaffiliated,26,2018-01-09,16385
Democratic,26,2018-01-09,7673
Libertarian,26,2018-01-09,365
Libertarian,27,2018-01-09,356
Unaffiliated,27,2018-01-09,15499
Democratic,27,2018-01-09,8565
Republican,27,2018-01-09,24003
Unaffiliated,28,2018-01-09,14564
Libertarian,28,2018-01-09,335
Republican,28,2018-01-09,10334
Democratic,28,2018-01-09,8604
Libertarian,29,2018-01-09,274
Democratic,29,2018-01-09,14274
Republican,29,2018-01-09,6736
Unaffiliated,29,2018-01-09,12554
Republican,30,2018-01-09,18241
Unaffiliated,30,2018-01-09,14990
Democratic,30,2018-01-09,10899
Libertarian,30,2018-01-09,393
Republican,31,2018-01-09,22371
Libertarian,31,2018-01-09,390
Unaffiliated,31,2018-01-09,14439
Democratic,31,2018-01-09,8674
Libertarian,32,2018-01-09,326
Republican,32,2018-01-09,21514
Unaffiliated,32,2018-01-09,11590
Democratic,32,2018-01-09,8778
Unaffiliated,33,2018-01-09,9278
Democratic,33,2018-01-09,6507
Republican,33,2018-01-09,26788
Libertarian,33,2018-01-09,259
Republican,34,2018-01-09,21278
Libertarian,34,2018-01-09,378
Unaffiliated,34,2018-01-09,12749
Democratic,34,2018-01-09,9475
Republican,35,2018-01-09,24968
Libertarian,35,2018-01-09,304
Democratic,35,2018-01-09,6744
Unaffiliated,35,2018-01-09,10228
Democratic,36,2018-01-09,6292
Republican,36,2018-01-09,29712
Libertarian,36,2018-01-09,245
Unaffiliated,36,2018-01-09,9129
Democratic,37,2018-01-09,9691
Republican,37,2018-01-09,26994
Libertarian,37,2018-01-09,534
Unaffiliated,37,2018-01-09,16347
Democratic,38,2018-01-09,6459
Libertarian,38,2018-01-09,313
Republican,38,2018-01-09,15952
Unaffiliated,38,2018-01-09,9904
Libertarian,39,2018-01-09,286
Democratic,39,2018-01-09,6260
Unaffiliated,39,2018-01-09,10615
Republican,39,2018-01-09,20328
Libertarian,40,2018-01-09,307
Unaffiliated,40,2018-01-09,10181
Republican,40,2018-01-09,28449
Democratic,40,2018-01-09,7566
